"GeneID","Symbol","Synonyms","chromosome","Ensembl","HGNC","MIM"
"2838","GPR15","BOB","3","ENSG00000154165","HGNC:4469","601166"
"2840","GPR17","-","2","ENSG00000144230","HGNC:4471","603071"
"2841","GPR18","DRV2","13","ENSG00000125245","HGNC:4472","602042"
"2842","GPR19","-","12","ENSG00000183150","HGNC:4473","602927"
"2843","GPR20","-","8","ENSG00000204882","HGNC:4475","601908"
"2844","GPR21","-","9","ENSG00000188394","HGNC:4476","601909"
"2845","GPR22","-","7","ENSG00000172209","HGNC:4477","601910"
"2846","LPAR4","GPR23|LPA4|P2RY9|P2Y5-LIKE|P2Y9","X","ENSG00000147145","HGNC:4478","300086"
"2847","MCHR1","GPR24|MCH-1R|MCH1R|SLC-1|SLC1","22","ENSG00000128285","HGNC:4479","601751"
"2848","GPR25","-","1","ENSG00000170128","HGNC:4480","602174"
"2849","GPR26","-","10","ENSG00000154478","HGNC:4481","604847"
"2850","GPR27","SREB1","3","ENSG00000170837","HGNC:4482","605187"
"2852","GPER1","CEPR|CMKRL2|DRY12|FEG-1|GPCR-Br|GPER|GPR30|LERGU|LERGU2|LyGPR|mER","7","ENSG00000164850","HGNC:4485","601805"
"2853","GPR31","12-HETER|HETER|HETER1","6","ENSG00000120436","HGNC:4486","602043"
"2854","GPR32","DRV1|RVDR1","19","ENSG00000142511","HGNC:4487","603195"
"2856","GPR33","-","14","ENSG00000214943","HGNC:4489","610118"
"2857","GPR34","LPS1|LYPSR1","X","ENSG00000171659","HGNC:4490","300241"
"2859","GPR35","-","2","ENSG00000178623","HGNC:4492","602646"
"2860","GPR36","-","-","","HGNC:4493",""
"2861","GPR37","EDNRBL|PAELR|hET(B)R-LP","7","ENSG00000170775","HGNC:4494","602583"
"2862","MLNR","GPR38|MTLR1","13","ENSG00000102539","HGNC:4495","602885"
"2863","GPR39","ZnR","2","ENSG00000183840","HGNC:4496","602886"
"2864","FFAR1","FFA1R|GPCR40|GPR40","19","ENSG00000126266","HGNC:4498","603820"
"2865","FFAR3","FFA3R|GPR41|GPR42","19","ENSG00000185897","HGNC:4499","603821"
"2866","GPR42","FFAR1L|FFAR3L|GPR41L|GPR42P","19","ENSG00000126251","HGNC:4500","603822"
"2867","FFAR2","FFA2R|GPR43","19","ENSG00000126262","HGNC:4501","603823"
"2868","GRK4","GPRK2L|GPRK4|GRK4a|IT11","4","ENSG00000125388","HGNC:4543","137026"
"2869","GRK5","FP2025|GPRK5","10","ENSG00000198873","HGNC:4544","600870"
"2870","GRK6","GPRK6","5","ENSG00000198055","HGNC:4545","600869"
"2872","MKNK2","GPRK7|MNK2","19","ENSG00000099875","HGNC:7111","605069"
"2873","GPS1","COPS1|CSN1|SGN1","17","ENSG00000169727","HGNC:4549","601934"
"2874","GPS2","AMF-1","17","ENSG00000132522","HGNC:4550","601935"
"2875","GPT","AAT1|ALT|ALT1|GPT1|SGPT","8","ENSG00000167701","HGNC:4552","138200"
"2876","GPX1","GPXD|GSHPX1","3","ENSG00000233276","HGNC:4553","138320"
"2877","GPX2","GI-GPx|GPRP|GPRP-2|GPx-2|GPx-GI|GSHPX-GI|GSHPx-2","14","ENSG00000176153","HGNC:4554","138319"
"2878","GPX3","GPx-P|GSHPx-3|GSHPx-P","5","ENSG00000211445","HGNC:4555","138321"
"2879","GPX4","GPx-4|GSHPx-4|MCSP|PHGPx|SMDS|snGPx|snPHGPx","19","ENSG00000167468","HGNC:4556","138322"
"2880","GPX5","EGLP|GPx-5|GSHPx-5|HEL-S-75p","6","ENSG00000224586","HGNC:4557","603435"
"2882","GPX7","CL683|GPX6|GPx-7|GSHPx-7|NPGPx","1","ENSG00000116157","HGNC:4559","615784"
"2885","GRB2","ASH|EGFRBP-GRB2|Grb3-3|MST084|MSTP084|NCKAP2","17","ENSG00000177885","HGNC:4566","108355"
"2886","GRB7","-","17","ENSG00000141738","HGNC:4567","601522"
"2887","GRB10","GRB-IR|Grb-10|IRBP|MEG1|RSS","7","ENSG00000106070","HGNC:4564","601523"
"2888","GRB14","-","2","ENSG00000115290","HGNC:4565","601524"
"2889","RAPGEF1","C3G|GRF2","9","ENSG00000107263","HGNC:4568","600303"
"2890","GRIA1","GLUH1|GLUR1|GLURA|GluA1|HBGR1|MRD67|MRT76","5","ENSG00000155511","HGNC:4571","138248"
"2891","GRIA2","GLUR2|GLURB|GluA2|GluR-K2|HBGR2|NEDLIB|gluR-2|gluR-B","4","ENSG00000120251","HGNC:4572","138247"
"2892","GRIA3","GLUR-C|GLUR-K3|GLUR3|GLURC|GluA3|MRX94|MRXSW|iGluR3","X","ENSG00000125675","HGNC:4573","305915"
"2893","GRIA4","GLUR4|GLUR4C|GLURD|GluA4|GluA4-ATD|NEDSGA","11","ENSG00000152578","HGNC:4574","138246"
"2894","GRID1","GluD1|GluD1-b","10","ENSG00000182771","HGNC:4575","610659"
"2895","GRID2","GluD2|SCAR18","4","ENSG00000152208","HGNC:4576","602368"
"2896","GRN","CLN11|FTD2|GEP|GP88|PCDGF|PEPI|PGRN","17","ENSG00000030582","HGNC:4601","138945"
"2897","GRIK1","EAA3|EEA3|GLR5|GLUR5|GluK1|gluR-5","21","ENSG00000171189","HGNC:4579","138245"
"2898","GRIK2","EAA4|GLR6|GLUK6|GLUR6|GluK2|MRT6|NEDLAS","6","ENSG00000164418","HGNC:4580","138244"
"2899","GRIK3","EAA5|GLR7|GLUR7|GluK3|GluR7a","1","ENSG00000163873","HGNC:4581","138243"
"2900","GRIK4","EAA1|GRIK|GluK4|GluK4-2|KA1","11","ENSG00000149403","HGNC:4582","600282"
"2901","GRIK5","EAA2|GRIK2|GluK5|KA2","19","ENSG00000105737","HGNC:4583","600283"
"2902","GRIN1","DEE101|GluN1|MRD8|NDHMSD|NDHMSR|NMD-R1|NMDA1|NMDAR1|NR1|hNR1","9","ENSG00000176884","HGNC:4584","138249"
"2903","GRIN2A","EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A","16","ENSG00000183454","HGNC:4585","138253"
"2904","GRIN2B","DEE27|EIEE27|GluN2B|MRD6|NMDAR2B|NR2B|NR3|hNR3","12","ENSG00000273079","HGNC:4586","138252"
"2905","GRIN2C","GluN2C|NMDAR2C|NR2C","17","ENSG00000161509","HGNC:4587","138254"
"2906","GRIN2D","DEE46|EB11|EIEE46|GluN2D|NMDAR2D|NR2D","19","ENSG00000105464","HGNC:4588","602717"
"2907","GRINA","HNRGW|LFG1|NMDARA1|TMBIM3","8","ENSG00000178719","HGNC:4589","138251"
"2908","NR3C1","GCCR|GCR|GCRST|GR|GRL","5","ENSG00000113580","HGNC:7978","138040"
"2909","ARHGAP35","GRF-1|GRLF1|P190-A|P190A|p190ARhoGAP|p190RhoGAP","19","ENSG00000160007","HGNC:4591","605277"
"2911","GRM1","GPRC1A|MGLU1|MGLUR1|PPP1R85|SCA44|SCAR13","6","ENSG00000152822","HGNC:4593","604473"
"2912","GRM2","GLUR2|GPRC1B|MGLUR2|mGlu2","3","ENSG00000164082","HGNC:4594","604099"
"2913","GRM3","GLUR3|GPRC1C|MGLUR3|mGlu3","7","ENSG00000198822","HGNC:4595","601115"
"2914","GRM4","GPRC1D|MGLUR4|mGlu4","6","ENSG00000124493","HGNC:4596","604100"
"2915","GRM5","GPRC1E|MGLUR5|PPP1R86|mGlu5","11","ENSG00000168959","HGNC:4597","604102"
"2916","GRM6","CSNB1B|GPRC1F|MGLUR6|mGlu6","5","ENSG00000113262","HGNC:4598","604096"
"2917","GRM7","GLUR7|GPRC1G|MGLU7|MGLUR7|NEDSHBA|PPP1R87","3","ENSG00000196277","HGNC:4599","604101"
"2918","GRM8","GLUR8|GPRC1H|MGLUR8|mGlu8","7","ENSG00000179603","HGNC:4600","601116"
"2919","CXCL1","FSP|GRO1|GROa|MGSA|MGSA-a|NAP-3|SCYB1","4","ENSG00000163739","HGNC:4602","155730"
"2920","CXCL2","CINC-2a|GRO2|GROb|MGSA-b|MIP-2a|MIP2|MIP2A|SCYB2","4","ENSG00000081041","HGNC:4603","139110"
"2921","CXCL3","CINC-2b|GRO3|GROg|MIP-2b|MIP2B|SCYB3","4","ENSG00000163734","HGNC:4604","139111"
"2922","GRP","BN|GRP-10|preproGRP|proGRP","18","ENSG00000134443","HGNC:4605","137260"
"2923","PDIA3","ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC","15","ENSG00000167004","HGNC:4606","602046"
"2925","GRPR","BB2|BB2R|BRS2","X","ENSG00000126010","HGNC:4609","305670"
"2926","GRSF1","-","4","ENSG00000132463","HGNC:4610","604851"
"2928","GSC2","GSCL","22","ENSG00000063515","HGNC:4613","601845"
"2931","GSK3A","-","19","ENSG00000105723","HGNC:4616","606784"
"2932","GSK3B","-","3","ENSG00000082701","HGNC:4617","605004"
"2934","GSN","ADF|AGEL|AMYLD4","9","ENSG00000148180","HGNC:4620","137350"
"2935","GSPT1","551G9.2|ETF3A|GST1|eRF3a","16","ENSG00000103342","HGNC:4621","139259"
"2936","GSR","CNSHA10|GR|GSRD|HEL-75|HEL-S-122m","8","ENSG00000104687","HGNC:4623","138300"
"2937","GSS","CNSHA6|GSHS|HEL-S-64p|HEL-S-88n","20","ENSG00000100983","HGNC:4624","601002"
"2938","GSTA1","GST-epsilon|GST2|GSTA1-1|GTH1","6","ENSG00000243955","HGNC:4626","138359"
"2939","GSTA2","GST2|GSTA2-2|GTA2|GTH2","6","ENSG00000244067","HGNC:4627","138360"
"2940","GSTA3","GSTA3-3|GTA3","6","ENSG00000174156","HGNC:4628","605449"
"2941","GSTA4","GSTA4-4|GTA4","6","ENSG00000170899","HGNC:4629","605450"
"2944","GSTM1","GST1|GSTM1-1|GSTM1a-1a|GSTM1b-1b|GTH4|GTM1|H-B|MU|MU-1","1","ENSG00000134184","HGNC:4632","138350"
"2946","GSTM2","GST4|GSTM|GSTM2-2|GTHMUS","1","ENSG00000213366","HGNC:4634","138380"
"2947","GSTM3","GST5|GSTB|GSTM3-3|GSTM3TV2|GTM3|hGSTM3-3","1","ENSG00000134202","HGNC:4635","138390"
"2948","GSTM4","GSTM4-4|GTM4","1","ENSG00000168765","HGNC:4636","138333"
"2949","GSTM5","GSTM5-5|GTM5","1","ENSG00000134201","HGNC:4637","138385"
"2950","GSTP1","DFN7|FAEES3|GST3|GSTP|HEL-S-22|PI","11","ENSG00000084207","HGNC:4638","134660"
"2952","GSTT1","-","22","","HGNC:4641","600436"
"2953","GSTT2","-","22","ENSG00000099984","HGNC:4642","600437"
"2954","GSTZ1","GSTZ1-1|MAAI|MAAID|MAI","14","ENSG00000100577","HGNC:4643","603758"
"2956","MSH6","GTBP|GTMBP|HNPCC5|HSAP|LYNCH5|MMRCS3|MSH-6|p160","2","ENSG00000116062","HGNC:7329","600678"
"2957","GTF2A1","TF2A1|TFIIA|TFIIA-42|TFIIAL","14","ENSG00000165417","HGNC:4646","600520"
"2958","GTF2A2","HsT18745|T18745|TF2A2|TFIIA|TFIIA-12|TFIIA-gamma|TFIIAS","15","ENSG00000140307","HGNC:4647","600519"
"2959","GTF2B","TF2B|TFIIB","1","ENSG00000137947","HGNC:4648","189963"
"2960","GTF2E1","FE|TF2E1|TFIIE-A","3","ENSG00000153767","HGNC:4650","189962"
"2961","GTF2E2","FE|TF2E2|TFIIE-B|TTD6","8","ENSG00000197265","HGNC:4651","189964"
"2962","GTF2F1","BTF4|RAP74|TF2F1|TFIIF","19","ENSG00000125651","HGNC:4652","189968"
"2963","GTF2F2","BTF4|RAP30|TF2F2|TFIIF","13","ENSG00000188342","HGNC:4653","189969"
"2965","GTF2H1","BTF2|P62|TFB1|TFIIH","11","ENSG00000110768","HGNC:4655","189972"
"2966","GTF2H2","BTF2|BTF2 p44|BTF2P44|T-BTF2P44|TFIIH|p44","5","ENSG00000145736","HGNC:4656","601748"
"2967","GTF2H3","BTF2|P34|TFB4|TFIIH","12","ENSG00000111358","HGNC:4657","601750"
"2968","GTF2H4","P52|TFB2|TFIIH","6","ENSG00000213780","HGNC:4658","601760"
"2969","GTF2I","BAP135|BTKAP1|DIWS|GTFII-I|IB291|SPIN|TFII-I|WBS|WBSCR6","7","ENSG00000263001","HGNC:4659","601679"
"2971","GTF3A","AP2|TFIIIA","13","ENSG00000122034","HGNC:4662","600860"
"2972","BRF1","BRF|BRF-1|CFDS|GTF3B|HEL-S-76p|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|hBRF","14","ENSG00000185024","HGNC:11551","604902"
"2975","GTF3C1","TFIIIC|TFIIIC220|TFIIICalpha","16","ENSG00000077235","HGNC:4664","603246"
"2976","GTF3C2","TF3C-beta|TFIIIC-BETA|TFIIIC110","2","ENSG00000115207","HGNC:4665","604883"
"2977","GUCY1A2","GC-SA2|GUC1A2","11","ENSG00000152402","HGNC:4684","601244"
"2978","GUCA1A","C6orf131|COD3|CORD14|GCAP|GCAP-1|GCAP-I|GCAP1|GUCA|GUCA1","6","ENSG00000048545","HGNC:4678","600364"
"2979","GUCA1B","GCAP 2|GCAP-2|GCAP-II|GCAP2|GUCA2|RP48","6","ENSG00000112599","HGNC:4679","602275"
"2980","GUCA2A","GCAP-I|GUCA2|STARA","1","ENSG00000197273","HGNC:4682","139392"
"2981","GUCA2B","GCAP-II|UGN","1","ENSG00000044012","HGNC:4683","601271"
"2982","GUCY1A1","GC-S-alpha-1|GC-SA3|GCS-alpha-3|GUC1A3|GUCA3|GUCSA3|GUCY1A3|MYMY6","4","ENSG00000164116","HGNC:4685","139396"
"2983","GUCY1B1","GC-S-beta-1|GC-SB3|GUC1B3|GUCB3|GUCSB3|GUCY1B3","4","ENSG00000061918","HGNC:4687","139397"
"2984","GUCY2C","DIAR6|GC-C|GCC|GUC2C|HSER|MECIL|MUCIL|STAR","12","ENSG00000070019","HGNC:4688","601330"
"2986","GUCY2F","CYGF|GC-F|GUC2DL|GUC2F|RETGC-2|ROS-GC2","X","ENSG00000101890","HGNC:4691","300041"
"2987","GUK1","GMK|MTDPS21","1","ENSG00000143774","HGNC:4693","139270"
"2988","GUK2","-","1","","HGNC:4694","139280"
"2990","GUSB","BG|MPS7","7","ENSG00000169919","HGNC:4696","611499"
"2992","GYG1","GSD15|GYG","3","ENSG00000163754","HGNC:4699","603942"
"2993","GYPA","CD235a|GPA|GPErik|GPSAT|HGpMiV|HGpMiXI|HGpSta(C)|MN|MNS|PAS-2","4","ENSG00000170180","HGNC:4702","617922"
"2994","GYPB","CD235b|GPB|GYP|GYPA|MNS|PAS-3|SS","4","ENSG00000250361","HGNC:4703","617923"
"2995","GYPC","CD236|CD236R|GE|GPC|GPD|GYPD|PAS-2|PAS-2'","2","ENSG00000136732","HGNC:4704","110750"
"2996","GYPE","GPE|GYPA|MNS|MiIX","4","ENSG00000197465","HGNC:4705","138590"
"2997","GYS1","GSY|GYS","19","ENSG00000104812","HGNC:4706","138570"
"2998","GYS2","-","12","ENSG00000111713","HGNC:4707","138571"
"2999","GZMH","CCP-X|CGL-2|CSP-C|CTLA1|CTSGL2","14","ENSG00000100450","HGNC:4710","116831"
"3000","GUCY2D","CACD|CACD1|CG-E|CORD5|CORD6|CSNB1I|CYGD|GUC1A4|GUC2D|LCA|LCA1|RCD2|RETGC-1|ROS-GC1|ROSGC|retGC","17","ENSG00000132518","HGNC:4689","600179"
"3001","GZMA","CTLA3|HFSP","5","ENSG00000145649","HGNC:4708","140050"
"3002","GZMB","C11|CCPI|CGL-1|CGL1|CSP-B|CSPB|CTLA1|CTSGL1|HLP|SECT","14","ENSG00000100453","HGNC:4709","123910"
"3003","GZMK","TRYP2","5","ENSG00000113088","HGNC:4711","600784"
"3004","GZMM","LMET1|MET1","19","ENSG00000197540","HGNC:4712","600311"
"3005","H1-0","H1.0|H10|H1F0|H1FV","22","ENSG00000189060","HGNC:4714","142708"
"3006","H1-2","H1.2|H1C|H1F2|H1s-1|HIST1H1C","6","ENSG00000187837","HGNC:4716","142710"
"3007","H1-3","H1.3|H1D|H1F3|H1s-2|HIST1H1D","6","ENSG00000124575","HGNC:4717","142210"
"3008","H1-4","H1.4|H1E|H1F4|H1s-4|HIST1H1E|RMNS|dJ221C16.5","6","ENSG00000168298","HGNC:4718","142220"
"3009","H1-5","H1|H1.5|H1B|H1F5|H1s-3|HIST1H1B","6","ENSG00000184357","HGNC:4719","142711"
"3010","H1-6","H1.6|H1FT|H1t|HIST1H1T|dJ221C16.2","6","ENSG00000187475","HGNC:4720","142712"
"3012","H2AC8","H2A.1|H2A.2|H2A/a|H2AC4|H2AFA|HIST1H2AE","6","ENSG00000277075","HGNC:4724","602786"
"3013","H2AC7","H2A.3|H2A/g|H2AFG|HIST1H2AD","6","ENSG00000196866","HGNC:4729","602792"
"3014","H2AX","H2A.X|H2A/X|H2AFX","11","ENSG00000188486","HGNC:4739","601772"
"3015","H2AZ1","H2A.Z-1|H2A.z|H2A/z|H2AFZ|H2AZ","4","ENSG00000164032","HGNC:4741","142763"
"3017","H2BC5","H2B.1B|H2B/a|H2B/b|H2B/g|H2B/h|H2B/k|H2B/l|H2BFA|H2BFB|H2BFG|H2BFH|H2BFK|H2BFL|HIRIP2|HIST1H2BC|HIST1H2BD|HIST1H2BE|HIST1H2BF|HIST1H2BG|HIST1H2BI|dJ221C16.6","6","ENSG00000158373","HGNC:4747","602799"
"3018","H2BC3","H2B.1|H2B/f|H2BFF|HIST1H2BB","6","ENSG00000276410","HGNC:4751","602803"
"3020","H3-3A","BRYLIB1|H3-3B|H3.3A|H3F3|H3F3A","1","ENSG00000163041","HGNC:4764","601128"
"3021","H3-3B","BRYLIB2|H3-3A|H3.3B|H3F3B","17","ENSG00000132475","HGNC:4765","601058"
"3024","H1-1","H1.1|H1A|H1F1|HIST1|HIST1H1A","6","ENSG00000124610","HGNC:4715","142709"
"3026","HABP2","FSAP|HABP|HGFAL|NMTC5|PHBP","10","ENSG00000148702","HGNC:4798","603924"
"3028","HSD17B10","17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|HSD10MD|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1","X","ENSG00000072506","HGNC:4800","300256"
"3029","HAGH","GLO2|GLO2D|GLX2|GLXII|HAGH1","16","ENSG00000063854","HGNC:4805","138760"
"3030","HADHA","ECHA|GBP|HADH|LCEH|LCHAD|MTPA|TP-ALPHA","2","ENSG00000084754","HGNC:4801","600890"
"3032","HADHB","ECHB|MSTP029|MTPB|MTPD|MTPD2|TP-BETA","2","ENSG00000138029","HGNC:4803","143450"
"3033","HADH","HAD|HADH1|HADHSC|HCDH|HHF4|MSCHAD|SCHAD","4","ENSG00000138796","HGNC:4799","601609"
"3034","HAL","HIS|HSTD","12","ENSG00000084110","HGNC:4806","609457"
"3035","HARS1","CMT2W|HARS|HRS|USH3B","5","ENSG00000170445","HGNC:4816","142810"
"3036","HAS1","HAS","19","ENSG00000105509","HGNC:4818","601463"
"3037","HAS2","-","8","ENSG00000170961","HGNC:4819","601636"
"3038","HAS3","-","16","ENSG00000103044","HGNC:4820","602428"
"3039","HBA1","ECYT7|HBA-T3|HBH|METHBA","16","ENSG00000206172","HGNC:4823","141800"
"3040","HBA2","ECYT7|HBA-T2|HBH","16","ENSG00000188536","HGNC:4824","141850"
"3042","HBM","HBAP2|HBK","16","ENSG00000206177","HGNC:4826","609639"
"3043","HBB","CD113t-C|ECYT6|beta-globin","11","ENSG00000244734","HGNC:4827","141900"
"3045","HBD","HBK","11","ENSG00000223609","HGNC:4829","142000"
"3046","HBE1","HBE","11","ENSG00000213931","HGNC:4830","142100"
"3047","HBG1","HBG-T2|HBGA|HBGR|HSGGL1|PRO2979","11","ENSG00000213934","HGNC:4831","142200"
"3048","HBG2","HBG-T1|TNCY","11","ENSG00000196565","HGNC:4832","142250"
"3049","HBQ1","HBQ","16","ENSG00000086506","HGNC:4833","142240"
"3050","HBZ","HBAZ|HBZ-T1|HBZ1","16","ENSG00000130656","HGNC:4835","142310"
"3052","HCCS","CCHL|LSDMCA1|MCOPS7|MLS","X","ENSG00000004961","HGNC:4837","300056"
"3053","SERPIND1","D22S673|HC2|HCF2|HCII|HLS2|LS2|THPH10","22","ENSG00000099937","HGNC:4838","142360"
"3054","HCFC1","CFF|HCF|HCF-1|HCF1|HFC1|MAHCX|MRX3|PPP1R89|VCAF|XLID3","X","ENSG00000172534","HGNC:4839","300019"
"3055","HCK","AIPCV|JTK9|p59Hck|p61Hck","20","ENSG00000101336","HGNC:4840","142370"
"3059","HCLS1","CTTNL|HS1|lckBP1|p75","3","ENSG00000180353","HGNC:4844","601306"
"3060","HCRT","NRCLP1|OX|PPOX","17","ENSG00000161610","HGNC:4847","602358"
"3061","HCRTR1","ORXR1|OX1R|OXR1","1","ENSG00000121764","HGNC:4848","602392"
"3062","HCRTR2","ORXR2|OX2R|OXR2","6","ENSG00000137252","HGNC:4849","602393"
"3064","HTT","HD|IT15|LOMARS","4","ENSG00000197386","HGNC:4851","613004"
"3065","HDAC1","GON-10|HD1|KDAC1|RPD3|RPD3L1","1","ENSG00000116478","HGNC:4852","601241"
"3066","HDAC2","HD2|KDAC2|RPD3|YAF1","6","ENSG00000196591","HGNC:4853","605164"
"3067","HDC","-","15","ENSG00000140287","HGNC:4855","142704"
"3068","HDGF","HMG1L2","1","ENSG00000143321","HGNC:4856","600339"
"3069","HDLBP","HBP|PRO2900|VGL","2","ENSG00000115677","HGNC:4857","142695"
"3070","HELLS","ICF4|LSH|Nbla10143|PASG|SALNR|SMARCA6","10","ENSG00000119969","HGNC:4861","603946"
"3071","NCKAP1L","HEM1|IMD72","12","ENSG00000123338","HGNC:4862","141180"
"3073","HEXA","TSD","15","ENSG00000213614","HGNC:4878","606869"
"3074","HEXB","ENC-1AS|HEL-248|HEL-S-111","5","ENSG00000049860","HGNC:4879","606873"
"3075","CFH","AHUS1|AMBP1|ARMD4|ARMS1|CFHL3|FH|FHL1|HF|HF1|HF2|HUS","1","ENSG00000000971","HGNC:4883","134370"
"3077","HFE","HFE1|HH|HLA-H|MVCD7|TFQTL2","6","ENSG00000010704","HGNC:4886","613609"
"3078","CFHR1","CFHL|CFHL1|CFHL1P|CFHR1P|FHL-1|FHR-1|FHR1|H36|H36-1|H36-2|HFL1|HFL2","1","ENSG00000244414","HGNC:4888","134371"
"3080","CFHR2","CFHL2|FHR2|HFL3","1","ENSG00000080910","HGNC:4890","600889"
"3081","HGD","AKU|HGO","3","ENSG00000113924","HGNC:4892","607474"
"3082","HGF","DFNB39|F-TCF|HGFB|HPTA|SF","7","ENSG00000019991","HGNC:4893","142409"
"3083","HGFAC","HGFA","4","ENSG00000109758","HGNC:4894","604552"
"3084","NRG1","ARIA|GGF|GGF2|HGL|HRG|HRG1|HRGA|MST131|MSTP131|NDF|NRG1-IT2|SMDF","8","ENSG00000157168","HGNC:7997","142445"
"3087","HHEX","HEX|HMPH|HOX11L-PEN|PRH|PRHX","10","ENSG00000152804","HGNC:4901","604420"
"3090","HIC1","ZBTB29|ZNF901|hic-1","17","ENSG00000177374","HGNC:4909","603825"
"3091","HIF1A","HIF-1-alpha|HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78","14","ENSG00000100644","HGNC:4910","603348"
"3092","HIP1","HIP-I|ILWEQ|SHON|SHONbeta|SHONgamma","7","ENSG00000127946","HGNC:4913","601767"
"3093","UBE2K","E2-25K|HIP2|HYPG|LIG|UBC1","4","ENSG00000078140","HGNC:4914","602846"
"3094","HINT1","HINT|NMAN|PKCI-1|PRKCNH1","5","ENSG00000169567","HGNC:4912","601314"
"3096","HIVEP1","CIRIP|CRYBP1|GAAP|MBP-1|PRDII-BF1|Schnurri-1|ZAS1|ZNF40|ZNF40A","6","ENSG00000095951","HGNC:4920","194540"
"3097","HIVEP2","HIV-EP2|MBP-2|MIBP1|MRD43|SHN2|ZAS2|ZNF40B","6","ENSG00000010818","HGNC:4921","143054"
"3098","HK1","CNSHA5|HK|HK1-ta|HK1-tb|HK1-tc|HKD|HKI|HMSNR|HXK1|NEDVIBA|NMSR|RP79|hexokinase","10","ENSG00000156515","HGNC:4922","142600"
"3099","HK2","HKII|HXK2","2","ENSG00000159399","HGNC:4923","601125"
"3101","HK3","HKIII|HXK3","5","ENSG00000160883","HGNC:4925","142570"
"3104","ZBTB48","HKR3|TZAP|ZNF855|pp9964","1","ENSG00000204859","HGNC:4930","165270"
"3105","HLA-A","HLAA","6","ENSG00000206503","HGNC:4931","142800"
"3106","HLA-B","AS|B-4901|HLAB","6","ENSG00000234745","HGNC:4932","142830"
"3107","HLA-C","D6S204|HLA-JY3|HLAC|HLC-C|MHC|PSORS1","6","ENSG00000204525","HGNC:4933","142840"
"3108","HLA-DMA","D6S222E|DMA|HLADM|RING6","6","ENSG00000204257","HGNC:4934","142855"
"3109","HLA-DMB","D6S221E|RING7","6","ENSG00000242574","HGNC:4935","142856"
"3110","MNX1","HB9|HLXB9|HOXHB9|SCRA1","7","ENSG00000130675","HGNC:4979","142994"
"3111","HLA-DOA","HLA-DNA|HLA-DZA|HLADZ","6","ENSG00000204252","HGNC:4936","142930"
"3112","HLA-DOB","DOB|HLA_DOB","6","ENSG00000241106","HGNC:4937","600629"
"3113","HLA-DPA1","DP(W3)|DP(W4)|DPA1|HLA-DP1A|HLA-DPA|HLA-DPB1|HLADP|HLASB|PLT1","6","ENSG00000231389","HGNC:4938","142880"
"3115","HLA-DPB1","DPB1|HLA-DP|HLA-DP1B|HLA-DPB","6","ENSG00000223865","HGNC:4940","142858"
"3117","HLA-DQA1","CELIAC1|DQ-A1|DQA1|HLA-DQA|HLA-DQA1*|HLA-DQB1","6","ENSG00000196735","HGNC:4942","146880"
"3118","HLA-DQA2","DC-alpha|DQA1|DX-ALPHA|HLA-DCA|HLA-DXA|HLADQA2","6","ENSG00000237541","HGNC:4943","613503"
"3119","HLA-DQB1","CELIAC1|HLA-DQB|IDDM1","6","ENSG00000179344","HGNC:4944","604305"
"3120","HLA-DQB2","DQB2|HLA-DQB1|HLA-DXB","6","ENSG00000232629","HGNC:4945","615161"
"3121","HLA-DQB3","D6S205|D6S205E|DQB3|DVB|DVbeta|HLA-DVB","6","","HGNC:4946",""
"3122","HLA-DRA","HLA-DRA1","6","ENSG00000204287","HGNC:4947","142860"
"3123","HLA-DRB1","DRB1|HLA-DR1B|HLA-DRB|SS1","6","ENSG00000196126","HGNC:4948","142857"
"3125","HLA-DRB3","DRB3|HLA-DPB1|HLA-DR1B|HLA-DR3B|HLA-DRB3*","6","","HGNC:4951","612735"
"3126","HLA-DRB4","DR4|DRB4|HLA-DR4B|HLA-DRB|HLA-DRB4*","6","","HGNC:4952",""
"3127","HLA-DRB5","DRB5|HLA-DRB5*","6","ENSG00000198502","HGNC:4953","604776"
"3131","HLF","-","17","ENSG00000108924","HGNC:4977","142385"
"3133","HLA-E","HLA-6.2|QA1","6","ENSG00000204592","HGNC:4962","143010"
"3134","HLA-F","CDA12|HLA-5.4|HLA-CDA12|HLAF","6","ENSG00000204642","HGNC:4963","143110"
"3135","HLA-G","MHC-G","6","ENSG00000204632","HGNC:4964","142871"
"3140","MR1","HLALS","1","ENSG00000153029","HGNC:4975","600764"
"3141","HLCS","HCS","21","ENSG00000159267","HGNC:4976","609018"
"3142","HLX","HB24|HLX1","1","ENSG00000136630","HGNC:4978","142995"
"3145","HMBS","ENCEP|LENCEP|PBG-D|PBGD|PORC|UPS","11","ENSG00000256269","HGNC:4982","609806"
"3146","HMGB1","HMG-1|HMG1|HMG3|SBP-1","13","ENSG00000189403","HGNC:4983","163905"
"3148","HMGB2","HMG2","4","ENSG00000164104","HGNC:5000","163906"
